disease_id,name,alias
D005198,Fanconi Syndrome,"Adult Fanconi Syndrome#Bickel Syndrome, Fanconi#De Toni-Debre-Fanconi Syndrome#Diabete, Pseudo-Phlorizin#Diabetes, Pseudo-Phlorizin#Fanconi Bickel Syndrome#Fanconi-Bickel Syndrome#Fanconi-Bickel Syndromes#Fanconi Renotubular Syndrome#FANCONI RENOTUBULAR SYNDROME 1#FANCONI RENOTUBULAR SYNDROME 2#FANCONI RENOTUBULAR SYNDROME 3#Fanconi Syndrome, Adult#Fanconi Syndrome, Renal#Fanconi Syndrome with Intestinal Malabsorption and Galactose Intolerance#Fanconi Syndrome without Cystinosis#Fanconi Type Glycogenosis#FBS#FRTS#FRTS1#FRTS2#FRTS3#Glycogenosis, Fanconi Type#Glycogen Storage Disease XI#Hepatic Glycogenosis with Amino Aciduria and Glucosuria#Hepatic Glycogenosis with Fanconi Nephropathy#Hepatorenal Glycogenosis with Renal Fanconi Syndrome#Idiopathic De Toni-Debre-Fanconi Syndrome#Lignac Fanconi Syndrome#Lignac-Fanconi Syndrome#Luder Sheldon Syndrome#Luder-Sheldon Syndrome#Neonatal De Toni-Debre-Fanconi Syndrome#Primary Toni-Debre-Fanconi Syndrome#Proximal Renal Tubular Dysfunction#Pseudo-Phlorizin Diabete#Pseudo Phlorizin Diabetes#Pseudo-Phlorizin Diabetes#Renal Fanconi Syndrome#Renotubular Syndrome, Fanconi#RFS#Syndrome, Adult Fanconi#Syndrome, Fanconi#Syndrome, Fanconi Bickel#Syndrome, Fanconi-Bickel#Syndrome, Fanconi Renotubular#Syndrome, Lignac-Fanconi#Syndrome, Luder-Sheldon#Syndrome, Renal Fanconi#Syndromes, Fanconi-Bickel#Toni-Debre-Fanconi Syndrome"
D005199,Fanconi Anemia,"Anemia, Fanconi#Anemia, Fanconi's#Anemias, Fanconi#ESTREN-DAMESHEK VARIANT OF FANCONI ANEMIA, INCLUDED#ESTREN-DAMESHEK VARIANT OF FANCONI PANCYTOPENIA, INCLUDED#FANCA#FANCONI ANEMIA, COMPLEMENTATION GROUP A#FANCONI ANEMIA;FA FANCONI ANEMIA, ESTREN-DAMESHEK VARIANT, INCLUDED#Fanconi Anemias#Fanconi Hypoplastic Anemia#Fanconi Pancytopenia#Fanconi Panmyelopathy#Fanconi's Anemia"
D005203,Farmer's Lung,Farmer Lung#Farmers Lung#Farmer's Lungs#Mushroom Worker Lung#Mushroom Worker's Lung#Mushroom Workers Lung#Mushroom Worker's Lungs
D005207,Fasciculation,"Benign Fasciculation#Benign Fasciculations#Fasciculation, Benign#Fasciculation, Muscular#Fasciculations#Fasciculations, Benign#Fasciculation, Skeletal Muscle#Fasciculations, Muscular#Fasciculations, Skeletal Muscle#Fasciculations, Tongue#Fasciculation, Tongue#Muscle Fasciculation, Skeletal#Muscle Fasciculations, Skeletal#Muscular Fasciculation#Muscular Fasciculations#Skeletal Muscle Fasciculation#Skeletal Muscle Fasciculations#Tongue Fasciculation#Tongue Fasciculations"
D005208,Fasciitis,Fasciitides#Fascitides#Fascitis
D005221,Fatigue,
D005234,Fatty Liver,"Liver, Fatty#Liver Steatoses#Liver Steatosis#Steatohepatitides#Steatohepatitis#Steatoses, Liver#Steatoses, Visceral#Steatosis, Liver#Steatosis of Liver#Steatosis, Visceral#Visceral Steatoses#Visceral Steatosis"
D005235,"Fatty Liver, Alcoholic",Alcoholic Fatty Liver#Alcoholic Steatohepatitis
D005242,Fecal Incontinence,"Fecal Incontinences#Incontinence, Fecal#Incontinences, Fecal"
D005244,Fecal Impaction,"Fecalith#Feces, Impacted#Impaction, Fecal"
D005262,Feminization,
D005271,Femur Head Necrosis,"ANFH#ANFH1#ANFH2#Aseptic Necrosis of Femur Head#Avascular Necrosis Of Femoral Head, Primary#AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1#AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 2#Avascular Necrosis of Femur Head#FEMORAL HEAD, ASEPTIC NECROSIS OF#Femoral Head, Avascular Necrosis Of#Femur Head Necroses#Head Necrosis, Femur#Ischemic Necrosis Of Femoral Head#Necrosis, Aseptic, of Femur Head#Necrosis, Avascular, of Femur Head#Necrosis, Femur Head#OSTEONECROSIS OF FEMORAL HEAD"
D005311,Fetal Hypoxia,"Anoxia, Fetal#Fetal Anoxia#Hypoxia, Fetal"
D005313,Fetal Death,"Death, Fetal#Deaths, Fetal#Demise, Fetal#Fetal Deaths#Fetal Demise#Fetal Mummification#Mummification, Fetal"
D005315,Fetal Diseases,"Disease, Fetal#Diseases, Fetal#Embryopathies#Embryopathy#Fetal Disease"
D005316,Fetal Distress,"Fetal Status, Nonreassuring#Nonreassuring Fetal Status"
D005317,Fetal Growth Retardation,"Fetal Growth Restriction#Growth Retardation, Intrauterine#Intrauterine Growth Restriction#Intrauterine Growth Retardation"
D005322,"Fetal Membranes, Premature Rupture","Membrane Premature Rupture (Pregnancy)#Membrane Premature Ruptures (Pregnancy)#Premature Rupture of Fetal Membranes#Premature Rupture of Membrane (Pregnancy)#Preterm Premature Rupture of Fetal Membranes#Preterm PROM (Pregnancy)#PROM (Pregnancy)#PROM, Preterm (Pregnancy)"
D005327,Fetal Resorption,"Fetal Resorptions#Resorption, Fetal#Resorptions, Fetal"
D005329,Fetishism (Psychiatric),
D005334,Fever,Fevers#Hyperthermia#Hyperthermias#Pyrexia#Pyrexias
D005335,Fever of Unknown Origin,Unknown Origin Fever#Unknown Origin Fevers
D005348,Fibrocystic Breast Disease,"Adenoses, Microglandular#Adenosis, Microglandular#Adenosis of Breast#Breast Adenosis#Breast Cystic Disease#Breast Cystic Diseases#Breast Disease, Cystic#Breast Disease, Fibrocystic#Breast Dysplasia#Breast Fibrocystic Change#Breast Fibrocystic Changes#Breast Fibrocystic Disease#Chronic Cystic Mastitis#Cystic Breast Disease#Cystic Disease of Breast#Cystic Mastitis, Chronic#Disease, Cystic Breast#Disease, Fibrocystic Breast#Dysplasia, Breast#Dysplasia, Mammary#Fibrocystic Changes of Breast#Fibrocystic Disease of Breast#Fibrocystic Mastopathy#Mammary Dysplasia#Mastopathy, Fibrocystic#Microglandular Adenoses#Microglandular Adenosis"
D005350,Fibroma,Fibromas#Fibromatoses#Fibromatosis#Fibromyxoma#Fibromyxomas#Myxofibroma#Myxofibromas
D005352,Fibromuscular Dysplasia,"Dysplasia, Fibromuscular#Dysplasias, Fibromuscular#Fibromuscular Dysplasias"
D005354,Fibrosarcoma,
D005355,Fibrosis,Cirrhosis#Fibroses
D005356,Fibromyalgia,"Diffuse Myofascial Pain Syndrome#Fibromyalgia Fibromyositis Syndrome#Fibromyalgia-Fibromyositis Syndrome#Fibromyalgia-Fibromyositis Syndromes#Fibromyalgia, Primary#Fibromyalgias#Fibromyalgia, Secondary#Fibromyalgias, Primary#Fibromyalgias, Secondary#Fibromyositis Fibromyalgia Syndrome#Fibromyositis-Fibromyalgia Syndrome#Fibromyositis-Fibromyalgia Syndromes#Fibrositides#Fibrositis#Muscular Rheumatism#Myofascial Pain Syndrome, Diffuse#Primary Fibromyalgia#Primary Fibromyalgias#Rheumatism, Muscular#Secondary Fibromyalgia#Secondary Fibromyalgias#Syndrome, Fibromyalgia-Fibromyositis#Syndrome, Fibromyositis-Fibromyalgia#Syndromes, Fibromyalgia-Fibromyositis#Syndromes, Fibromyositis-Fibromyalgia"
D005357,Fibrous Dysplasia of Bone,Bone Fibrous Dysplasia#Bone Fibrous Dysplasias#Osteitis Fibrosa Disseminata
D005368,Filariasis,"Elaeophoriases#Elaeophoriasis#Filariases#Filarioidea Infection#Filarioidea Infections#Infection, Filarioidea#Infections, Filarioidea"
D005383,Finger Injuries,"Finger Injury#Injuries, Finger#Injury, Finger"
D005391,Firesetting Behavior,"Arson#Arsons#Behavior, Firesetting#Behaviors, Firesetting#Firesetting Behaviors#Pyromania#Pyromanias"
D005393,Fish Diseases,"Disease, Fish#Diseases, Fish#Fish Disease"
D005401,Fissure in Ano,"Anal Fissure#Anal Ulcer#Anal Ulcers#Fissure, Anal#Ulcer, Anal#Ulcers, Anal"
D005402,Fistula,
D005414,Flatulence,
D005483,Flushing,
D005494,Folic Acid Deficiency,"Acid Deficiencies, Folic#Acid Deficiency, Folic#Deficiencies, Folic Acid#Deficiency, Folic Acid#Folic Acid Deficiencies"
D005499,Folliculitis,Folliculitides#Sycoses#Sycosis
D005512,Food Hypersensitivity,"Allergies, Food#Allergy, Food#Food Allergies#Food Allergy#Food Hypersensitivities#Hypersensitivities, Food#Hypersensitivity, Food"
D005530,Foot Deformities,"Deformities, Foot#Deformities, Metatarsal#Deformity, Foot#Deformity, Metatarsal#Foot Deformity#Metatarsal Deformities#Metatarsal Deformity"
D005532,"Foot Deformities, Congenital","Congenital Foot Deformities#Congenital Foot Deformity#Deformities, Congenital Foot#Deformity, Congenital Foot#Foot Deformity, Congenital"
D005533,Foot Dermatoses,"Dermatoses, Foot#Dermatosis, Foot#Foot Dermatosis"
D005534,Foot Diseases,
D005549,Foreign-Body Reaction,"Foreign Body Reaction#Reaction, Foreign-Body"
D005596,"Fractures, Closed","Closed Fracture#Closed Fractures#Fracture, Closed#Fracture, Occult#Fractures, Occult#Occult Fracture#Occult Fractures"
D005600,Fragile X Syndrome,"Fragile X-F Mental Retardation Syndrome#Fragile X Mental Retardation Syndrome#Fragile X Syndromes#FRAXA Syndrome#FRAXA Syndromes#FRAXE MENTAL RETARDATION SYNDROME#FRAXE Syndrome#FRAXE Syndromes#Fra(X) Syndrome#FXS#Marker X Syndrome#Marker X Syndromes#Martin Bell Syndrome#Martin-Bell Syndrome#Mar (X) Syndrome#Mental Retardation, X-Linked, Associated With Fragile Site Fraxe#Mental Retardation, X-Linked, Associated With Marxq28#Syndrome, Fragile X#Syndrome, FRAXA#Syndrome, FRAXE#Syndrome, Marker X#Syndrome, Martin-Bell#Syndromes, Fragile X#Syndromes, FRAXA#Syndromes, FRAXE#Syndromes, Marker X#X Linked Mental Retardation and Macroorchidism#X-Linked Mental Retardation and Macroorchidism"
D005621,Friedreich Ataxia,"Ataxia, Friedreich#Ataxia, Friedreich Familial#Ataxia, Friedreich Hereditary#Ataxia, Friedreich's#Ataxia, Friedreich's Familial#Ataxia, Friedreich's Hereditary#Ataxia, Friedreich Spinocerebellar#Ataxias, Friedreich#Ataxias, Friedreich's Hereditary#Disease, Friedreich#Disease, Friedreich's#Familial Ataxia, Friedreich#Familial Ataxia, Friedreich's#Friedreich Ataxias#Friedreich Disease#Friedreich Familial Ataxia#Friedreich Hereditary Ataxia#Friedreich Hereditary Spinal Ataxia#Friedreich's Ataxia#Friedreich's Disease#Friedreich's Familial Ataxia#Friedreichs Familial Ataxia#Friedreich's Hereditary Ataxia#Friedreichs Hereditary Ataxia#Friedreich's Hereditary Ataxias#Friedreich's Hereditary Spinal Ataxia#Friedreich Spinocerebellar Ataxia#Hereditary Ataxia, Friedreich#Hereditary Ataxia, Friedreich's#Hereditary Ataxias, Friedreich's#Hereditary Spinal Ataxia, Friedreich#Hereditary Spinal Ataxia, Friedreich's#Hereditary Spinal Scleroses#Hereditary Spinal Sclerosis#Scleroses, Hereditary Spinal#Sclerosis, Hereditary Spinal#Spinal Scleroses, Hereditary#Spinal Sclerosis, Hereditary#Spinocerebellar Ataxia, Friedreich"
D005627,Frostbite,
D005667,Furunculosis,Boils#Furuncle#Furuncles#Furunculoses
D005683,Gagging,"Pharyngeal Reflex#Reflex, Pharyngeal"
D005687,Galactorrhea,
D005693,Galactosemias,"Classic Galactosemia#Classic Galactosemias#Deficiencies, Galactokinase#Deficiencies, Galactose-1-Phosphate Uridyltransferase#Deficiencies, Galactose-1-Phosphate Uridylyltransferase#Deficiencies, Galactose Epimerase#Deficiencies, GALE#Deficiencies, GALK#Deficiencies, GALT#Deficiencies, Hereditary Galactokinase#Deficiencies, UDP-Galactose-4-Epimerase#Deficiency Disease, Galactokinase#Deficiency Disease, Galactose 1 Phosphate Uridyl Transferase#Deficiency Disease, Galactose-1-Phosphate Uridyl-Transferase#Deficiency Diseases, UDP-Galactose-4-Epimerase#Deficiency Disease, UDP Galactose 4 Epimerase#Deficiency Disease, UDP-Galactose-4-Epimerase#Deficiency Disease, UDPglucose 4 Epimerase#Deficiency Disease, UDPglucose 4-Epimerase#Deficiency, Galactokinase#Deficiency, Galactose-1-Phosphate Uridyltransferase#Deficiency, Galactose-1-Phosphate Uridylyltransferase#Deficiency, Galactose Epimerase#Deficiency Galactosemia, Epimerase#Deficiency Galactosemias, Epimerase#Deficiency, GALE#Deficiency, GALK#Deficiency, GALT#Deficiency, Hereditary Galactokinase#Deficiency, UDP-Galactose-4-Epimerase#Epimerase Deficiency Galactosemia#Epimerase Deficiency Galactosemias#Galactokinase Deficiencies#Galactokinase Deficiencies, Hereditary#Galactokinase Deficiency#Galactokinase Deficiency Disease#Galactokinase Deficiency Diseases#Galactokinase Deficiency, Hereditary#Galactose-1-Phosphate Uridyltransferase Deficiencies#Galactose 1 Phosphate Uridyltransferase Deficiency#Galactose-1-Phosphate Uridyltransferase Deficiency#Galactose 1 Phosphate Uridyl Transferase Deficiency Disease#Galactose-1-Phosphate Uridyl-Transferase Deficiency Disease#Galactose-1-Phosphate Uridylyltransferase Deficiencies#Galactose 1 Phosphate Uridylyltransferase Deficiency#Galactose-1-Phosphate Uridylyltransferase Deficiency#Galactose Epimerase Deficiencies#Galactose Epimerase Deficiency#Galactosemia#Galactosemia 2#Galactosemia 2s#Galactosemia 3#Galactosemia 3s#Galactosemia, Classic#GALACTOSEMIA, CLASSIC GALACTOSEMIA, DUARTE VARIANT, INCLUDED#Galactosemia, Epimerase Deficiency#GALACTOSEMIA II#Galactosemia III#Galactosemia IIIs#Galactosemias, Classic#Galactosemias, Epimerase Deficiency#GALE Deficiencies#GALE Deficiency#GALK Deficiencies#GALK Deficiency#GALT Deficiencies#GALT Deficiency#Hereditary Galactokinase Deficiencies#Hereditary Galactokinase Deficiency#UDP-Galactose-4-Epimerase Deficiencies#UDP Galactose 4 Epimerase Deficiency#UDP-Galactose-4-Epimerase Deficiency#UDP Galactose 4 Epimerase Deficiency Disease#UDP-Galactose-4-Epimerase Deficiency Disease#UDP-Galactose-4-Epimerase Deficiency Diseases#UDPglucose 4 Epimerase Deficiency Disease#UDPglucose 4-Epimerase Deficiency Disease#UDPGlucose Hexose 1 Phosphate Uridylyltransferase Deficiency#UDPGlucose Hexose-1-Phosphate Uridylyltransferase Deficiency#Uridyltransferase Deficiencies, Galactose-1-Phosphate#Uridyltransferase Deficiency, Galactose-1-Phosphate#Uridylyltransferase Deficiencies, Galactose-1-Phosphate#Uridylyltransferase Deficiency, Galactose-1-Phosphate#UTP Hexose 1 Phosphate Uridylyltransferase Deficiency#UTP Hexose-1-Phosphate Uridylyltransferase Deficiency#UTP Hexose 1 Phosphate Uridylyltransferase Deficiency Disease#UTP-Hexose-1-Phosphate Uridylyltransferase Deficiency Disease"
D005705,Gallbladder Diseases,"Bladder Disease, Gall#Bladder Diseases, Gall#Disease, Gallbladder#Disease, Gall Bladder#Diseases, Gallbladder#Diseases, Gall Bladder#Gallbladder Disease#Gall Bladder Disease#Gall Bladder Diseases"
D005706,Gallbladder Neoplasms,"Bladder Cancer, Gall#Bladder Cancers, Gall#Cancer, Gallbladder#Cancer, Gall Bladder#Cancer of Gallbladder#Cancer of the Gallbladder#Cancers, Gallbladder#Cancers, Gall Bladder#Gallbladder Cancer#Gall Bladder Cancer#Gallbladder Cancers#Gall Bladder Cancers#Gallbladder Neoplasm#Neoplasm, Gallbladder#Neoplasms, Gallbladder"
D005715,Gambling,"Gambling, Pathologic#Gambling, Pathological#Gamblings#Gamblings, Pathological#Pathological Gambling#Pathological Gamblings"
D005734,Gangrene,
D005739,Gas Poisoning,"Gas Poisonings#Poisoning, Gas#Poisonings, Gas"
D005747,Gastric Fistula,"Fistula, Gastric#Fistula, Stomach#Stomach Fistula"
D005756,Gastritis,
D005759,Gastroenteritis,
D005764,Gastroesophageal Reflux,"Acid Reflux, Gastric#Esophageal Reflux#Gastric Acid Reflux#Gastric Acid Reflux Disease#Gastro Esophageal Reflux#Gastro-Esophageal Reflux#Gastroesophageal Reflux Disease#GASTROESOPHAGEAL REFLUX, PEDIATRIC#Gastro oesophageal Reflux#Gastro-oesophageal Reflux#GER#GERD#Reflux, Gastric Acid#Reflux, Gastroesophageal#Reflux, Gastro-Esophageal#Reflux, Gastro-oesophageal"
D005767,Gastrointestinal Diseases,"Cholera Infantum#Disease, Gastrointestinal#Diseases, Gastrointestinal#Disorder, Functional Gastrointestinal#Disorders, Functional Gastrointestinal#Functional Gastrointestinal Disorder#Functional Gastrointestinal Disorders#Gastrointestinal Disease#Gastrointestinal Disorder, Functional#Gastrointestinal Disorders, Functional#Infantum, Cholera"
D005770,Gastrointestinal Neoplasms,"Cancer, Gastrointestinal#Cancer of Gastrointestinal Tract#Cancer of the Gastrointestinal Tract#Cancers, Gastrointestinal#Gastrointestinal Cancer#Gastrointestinal Cancers#Gastrointestinal Neoplasm#Gastrointestinal Tract Cancer#Gastrointestinal Tract Cancers#Neoplasm, Gastrointestinal#Neoplasms, Gastrointestinal"
D005776,Gaucher Disease,"Acid beta-Glucosidase Deficiency#Acid beta-Glucosidase Deficiency Disease#Acute Neuronopathic Gaucher Disease#Cerebroside Lipidoses, Glucosyl#Cerebroside Lipidosis, Glucosyl#Cerebroside Lipidosis Syndrome#Cerebroside Lipidosis Syndromes#Chronic Gaucher Disease#Deficiencies, GBA#Deficiencies, Glucocerebrosidase#Deficiency Disease, Glucocerebrosidase#Deficiency Diseases, Glucocerebrosidase#Deficiency, GBA#Deficiency, Glucocerebrosidase#Disease, Chronic Gaucher#Disease, Gaucher#Disease, Gauchers#Disease, Gaucher's#Disease, Glucocerebrosidase Deficiency#Disease, Infantile Gaucher#Disease, Juvenile Gaucher#Disease, Neuronopathic Gaucher#Disease, Non-Neuronopathic Gaucher#Diseases, Gauchers#Diseases, Glucocerebrosidase Deficiency#Gaucher Disease, Acute Neuronopathic#Gaucher Disease, Acute Neuronopathic Type#Gaucher Disease, Chronic#Gaucher Disease, Chronic Neuronopathic Type#Gaucher Disease, Infantile#Gaucher Disease, Infantile Cerebral#Gaucher Disease, Juvenile#Gaucher Disease, Juvenile and Adult, Cerebral#GAUCHER DISEASE, JUVENILE AND ADULT, CEREBRAL  GAUCHER DISEASE, TYPE IIIA, INCLUDED#Gaucher Disease, Neuronopathic#Gaucher Disease, Noncerebral Juvenile#Gaucher Disease, Non-Neuronopathic#Gaucher Disease, Non Neuronopathic Form#Gaucher Disease, Non-Neuronopathic Form#GAUCHER DISEASE, NORRBOTTNIAN TYPE, INCLUDED#Gaucher Disease, Subacute Neuronopathic Form#Gaucher Disease, Subacute Neuronopathic Type#Gaucher Disease Type 1#Gaucher Disease, Type 1#Gaucher Disease Type 2#Gaucher Disease, Type 2#Gaucher Disease Type 3#Gaucher Disease, Type 3#Gaucher Disease, Type I#Gaucher Disease, Type II#Gaucher Disease, Type III#GAUCHER DISEASE, TYPE IIIB, INCLUDED#Gaucher's Disease#Gauchers Disease#Gauchers Diseases#Gaucher Splenomegaly#Gaucher Syndrome#GBA Deficiencies#GBA Deficiency#GD I#GD II#GD III#Glucocerebrosidase Deficiencies#Glucocerebrosidase Deficiency#Glucocerebrosidase Deficiency Disease#Glucocerebrosidase Deficiency Diseases#Glucocerebrosidoses#Glucocerebrosidosis#Glucosylceramidase Deficiency#Glucosylceramide Beta-Glucosidase Deficiency#Glucosylceramide Beta-Glucosidase Deficiency Disease#Glucosylceramide Lipidoses#Glucosylceramide Lipidosis#Glucosyl Cerebroside Lipidoses#Glucosyl Cerebroside Lipidosis#Histiocytoses, Kerasin#Histiocytoses, Lipoid (Kerasin Type)#Histiocytosis, Kerasin#Histiocytosis, Lipoid (Kerasin Type)#Infantile Gaucher Disease#Juvenile Gaucher Disease#Kerasin Histiocytoses#Kerasin Histiocytosis#Kerasin Lipoidoses#Kerasin Lipoidosis#Kerasin thesaurismoses#Kerasin thesaurismosis#Lipidoses, Glucosylceramide#Lipidoses, Glucosyl Cerebroside#Lipidosis, Glucosylceramide#Lipidosis, Glucosyl Cerebroside#Lipidosis Syndrome, Cerebroside#Lipidosis Syndromes, Cerebroside#Lipoid Histiocytoses (Kerasin Type)#Lipoid Histiocytosis (Kerasin Type)#Lipoidoses, Kerasin#Lipoidosis, Kerasin#Neuronopathic Gaucher Disease#Non Neuronopathic Gaucher Disease#Non-Neuronopathic Gaucher Disease#Splenomegaly, Gaucher#Subacute Neuronopathic Gaucher Disease#Syndrome, Cerebroside Lipidosis#Syndrome, Gaucher#Syndromes, Cerebroside Lipidosis#thesaurismoses, Kerasin#thesaurismosis, Kerasin#Type 1 Gaucher Disease#Type 2 Gaucher Disease#Type 3 Gaucher Disease"
D005831,"Genital Diseases, Female","Diseases, Female Genital#Diseases, Gynecologic#Female Genital Disease#Female Genital Diseases#Genital Disease, Female#Gynecologic Disease#Gynecologic Diseases"
D005832,"Genital Diseases, Male","Disease, Male Genital#Diseases, Male Genital#Genital Disease, Male#Male Genital Disease#Male Genital Diseases"
D005833,"Genital Neoplasms, Female","Female Genital Neoplasm#Female Genital Neoplasms#Genital Neoplasm, Female#Gynecologic Neoplasm#Gynecologic Neoplasms#Neoplasm, Female Genital#Neoplasm, Gynecologic#Neoplasms, Female Genital#Neoplasms, Gynecologic"
D005834,"Genital Neoplasms, Male","Genital Neoplasm, Male#Male Genital Neoplasm#Male Genital Neoplasms#Neoplasm, Male Genital#Neoplasms, Male Genital"
D005862,Gerstmann Syndrome,"Acquired Gerstmann's Syndrome#Acquired Gerstmann Syndrome#de Gerstmann, Syndrome#Developmental Gerstmann's Syndrome#Developmental Gerstmanns Syndrome#Developmental Gerstmann Syndrome#Finger-Agnosia-Left-Right-Confusion-Acalculia-Agraphia#Finger-Agnosia-Left-Right-Confusion-Acalculia-Agraphias#Gerstmann Badal Syndrome#Gerstmann-Badal Syndrome#Gerstmann's Syndrome#Gerstmann's Syndrome, Acquired#Gerstmann's Syndrome, Developmental#Gerstmann Syndrome 2#Gerstmann Syndrome, Acquired#Gerstmann, Syndrome de#Gerstmann Syndrome, Developmental#Syndrome, Acquired Gerstmann#Syndrome, Acquired Gerstmann's#Syndrome de Gerstmann#Syndrome, Developmental Gerstmann#Syndrome, Gerstmann#Syndrome, Gerstmann-Badal"
D005871,Castleman Disease,"Angiofollicular Lymph Hyperplasia#Angiofollicular Lymph Hyperplasias#Angiofollicular Lymph Node Hyperplasia#Angiofollicular Lymphoid Hyperplasia#Angiofollicular Lymphoid Hyperplasias#Castleman's Disease#Castlemans Disease#Castleman's Tumor#Castlemans Tumor#Castleman Tumor#Disease, Castlemans#Giant Lymph Node Hyperplasia#Hyperplasia, Angiofollicular Lymph#Hyperplasia, Angiofollicular Lymphoid#Hyperplasia, Giant Lymph Node#Lymph Hyperplasia, Angiofollicular#Lymph Node Hyperplasia, Giant#Lymphoid Hyperplasia, Angiofollicular#Tumor, Castleman's"
